Id,Sire,Sire Type,Dam,Dam Type,Sex,Number of Parents Known,Birth,Arrival At Center,Death,Departure,Status,ancestry,From Center?,Origin
662,,,198,Observed,Unknown,1,1983-07-06,1983-07-06,1983-07-08,,Dead,Japan,TRUE,
663,,,,,Male,0,1983-07-11,1983-07-11,1983-07-11,,Dead,Japan,TRUE,
664,,,6,Observed,Female,1,1983-08-01,1983-08-01,1984-10-02,,Dead,Japan,TRUE,
665,,,242,Genetic,Hermaphrodite,1,1983-06-10,1983-06-10,2000-01-27,,Dead,Japan,TRUE,
666,,,105,Observed,Male,1,1983-06-25,1983-06-25,2001-12-20,,Dead,Japan,TRUE,
667,,,191,Observed,Hermaphrodite,1,1983-04-24,1983-04-24,1987-08-11,,Dead,Japan,TRUE,
668,,,281,Observed,Hermaphrodite,1,1983-05-26,1983-05-26,,1989-07-07,Shipped,Japan,TRUE,
669,,,150,Observed,Male,1,1983-06-01,1983-06-01,1987-03-31,,Dead,Japan,TRUE,
670,,,171,Observed,Female,1,1983-06-17,1983-06-17,1992-10-23,,Dead,Japan,TRUE,
671,,,71,Observed,Female,1,1983-04-18,1983-04-18,1984-12-11,,Dead,Japan,TRUE,
672,,,197,Observed,Male,1,1983-06-12,1983-06-12,1987-07-06,,Dead,Japan,TRUE,
673,,,129,Observed,Male,1,1983-04-18,1983-04-18,1992-11-03,,Dead,Japan,TRUE,
674,,,390,Observed,Male,1,1983-07-10,1983-07-10,1990-02-08,,Dead,Japan,TRUE,
675,,,397,Observed,Male,1,1983-05-27,1983-05-27,1998-01-29,,Dead,Japan,TRUE,
676,,,434,Observed,Male,1,1983-05-08,1983-05-08,1985-11-12,,Dead,Japan,TRUE,
677,,,446,Genetic,Male,1,1983-06-22,1983-06-22,2002-01-25,,Dead,Japan,TRUE,
678,,,319,Observed,Male,1,1983-03-24,1983-03-24,1987-10-21,,Dead,Japan,TRUE,
679,,,98,Observed,Male,1,1983-03-28,1983-03-28,1990-07-22,,Dead,Japan,TRUE,
680,,,326,Observed,Male,1,1983-06-29,1983-06-29,1987-06-12,,Dead,Japan,TRUE,
681,,,327,Observed,Female,1,1983-04-04,1983-04-04,1984-12-11,,Dead,Japan,TRUE,
682,,,426,Observed,Female,1,1983-05-30,1983-05-30,1994-07-13,,Dead,Japan,TRUE,
683,,,271,Observed,Unknown,1,1983-06-07,1983-06-07,1983-06-07,,Dead,Japan,TRUE,
684,,,175,Observed,Male,1,1983-08-07,1983-08-07,1984-12-12,,Dead,Japan,TRUE,
685,,,135,Observed,Female,1,1983-08-07,1983-08-07,2000-08-21,,Dead,Japan,TRUE,
686,,,85,Observed,Female,1,1984-04-15,1984-04-15,1984-04-19,,Dead,Japan,TRUE,
687,,,,,Male,0,1984-05-02,1984-05-02,1984-05-02,,Dead,Japan,TRUE,
688,,,332,Observed,Hermaphrodite,1,1984-06-03,1984-06-03,,1985-03-20,Shipped,Japan,TRUE,
689,,,171,Observed,Male,1,1984-05-31,1984-05-31,1985-01-08,,Dead,Japan,TRUE,
690,,,346,Observed,Male,1,1984-04-08,1984-04-08,2000-08-29,,Dead,Japan,TRUE,
691,,,98,Observed,Female,1,1984-06-20,1984-06-20,2004-09-03,,Dead,Japan,TRUE,
692,,,163,Observed,Male,1,1984-04-17,1984-04-17,1986-10-17,,Dead,Japan,TRUE,
693,,,438,Observed,Male,1,1984-05-08,1984-05-08,1986-06-02,,Dead,Japan,TRUE,
694,,,287,Observed,Male,1,1984-05-16,1984-05-16,1990-03-06,,Dead,Japan,TRUE,
695,,,119,Observed,Hermaphrodite,1,1984-04-10,1984-04-10,2010-05-30,,Dead,Japan,TRUE,
696,,,368,Observed,Male,1,1984-04-02,1984-04-02,1987-09-02,,Dead,Japan,TRUE,
697,,,462,Observed,Male,1,1984-05-27,1984-05-27,1992-12-02,,Dead,Japan,TRUE,
698,,,299,Observed,Hermaphrodite,1,1984-04-26,1984-04-26,2000-01-25,,Dead,Japan,TRUE,
699,,,430,Observed,Female,1,1984-05-17,1984-05-17,1984-12-11,,Dead,Japan,TRUE,
700,,,271,Observed,Hermaphrodite,1,1984-04-22,1984-04-22,,1989-07-07,Shipped,Japan,TRUE,
701,,,447,Observed,Female,1,1984-06-05,1984-06-05,1996-05-29,,Dead,Japan,TRUE,
702,,,325,Observed,Hermaphrodite,1,1984-04-10,1984-04-10,1989-01-18,,Dead,Japan,TRUE,
703,,,229,Observed,Female,1,1984-04-18,1984-04-18,,1995-10-10,Shipped,Japan,TRUE,
704,,,425,Observed,Male,1,1984-06-21,1984-06-21,,1985-07-17,Shipped,Japan,TRUE,
705,,,129,Observed,Male,1,1984-04-30,1984-04-30,1992-11-18,,Dead,Japan,TRUE,
706,,,80,Observed,Female,1,1984-03-18,1984-03-18,,1988-10-11,Shipped,Japan,TRUE,
707,,,152,Observed,Male,1,1984-03-25,1984-03-25,1995-11-12,,Dead,Japan,TRUE,
708,,,268,Observed,Male,1,1984-04-12,1984-04-12,1987-05-18,,Dead,Japan,TRUE,
709,,,235,Observed,Male,1,1984-05-01,1984-05-01,,1998-04-07,Shipped,Japan,TRUE,
710,,,468,Observed,Male,1,1984-06-26,1984-06-26,,1985-07-17,Shipped,Japan,TRUE,
711,,,319,Observed,Male,1,1984-04-27,1984-04-27,1995-05-08,,Dead,Japan,TRUE,
712,,,242,Observed,Female,1,1984-06-08,1984-06-08,1995-12-23,,Dead,Japan,TRUE,
713,,,511,Observed,Male,1,1984-07-17,1984-07-17,1992-10-12,,Dead,Japan,TRUE,
714,,,442,Observed,Male,1,1984-07-08,1984-07-08,1991-04-16,,Dead,Japan,TRUE,
715,,,281,Observed,Male,1,1984-07-10,1984-07-10,1989-08-08,,Dead,Japan,TRUE,
716,,,198,Observed,Male,1,1984-07-01,1984-07-01,1984-11-30,,Dead,Japan,TRUE,
717,,,434,Observed,Male,1,1985-01-11,1985-01-11,1985-01-11,,Dead,Japan,TRUE,
718,,,337,Observed,Unknown,1,1984-01-18,1984-01-18,1985-01-18,,Dead,Japan,TRUE,
719,,,386,Observed,Male,1,1984-03-04,1984-03-04,1984-03-04,,Dead,Japan,TRUE,
720,,,100,Observed,Hermaphrodite,1,1984-03-13,1984-03-13,1984-03-13,,Dead,Japan,TRUE,
721,,,360,Observed,Male,1,1984-04-08,1984-04-08,1984-04-08,,Dead,Japan,TRUE,
722,,,85,Observed,Unknown,1,1984-04-15,1984-04-15,1984-04-15,,Dead,Japan,TRUE,
723,,,409,Observed,Unknown,1,1984-04-29,1984-04-29,1984-05-07,,Dead,Japan,TRUE,
724,,,457,Observed,Female,1,1984-05-29,1984-05-29,1984-06-10,,Dead,Japan,TRUE,
725,,,405,Observed,Female,1,1984-04-30,1984-04-30,1984-04-30,,Dead,Japan,TRUE,
726,,,360,Observed,Unknown,1,1985-04-07,1985-04-07,1985-04-07,,Dead,Japan,TRUE,
727,,,175,Observed,Unknown,1,1985-05-05,1985-05-05,1985-05-05,,Dead,Japan,TRUE,
728,,,109,Observed,Male,1,1985-05-02,1985-05-02,1985-05-09,,Dead,Japan,TRUE,
729,,,494,Observed,Female,1,1985-06-07,1985-06-07,,1991-10-11,Shipped,Japan,TRUE,
730,,,198,Observed,Female,1,1985-05-24,1985-05-24,,1991-10-11,Shipped,Japan,TRUE,
731,,,268,Observed,Male,1,1985-06-18,1985-06-18,1991-09-10,,Dead,Japan,TRUE,
732,,,171,Observed,Male,1,1985-05-29,1985-05-29,1985-11-20,,Dead,Japan,TRUE,
733,,,432,Observed,Female,1,1985-06-21,1985-06-21,1986-02-15,,Dead,Japan,TRUE,
734,,,545,Observed,Male,1,1985-06-12,1985-06-12,1993-05-18,,Dead,Japan,TRUE,
735,,,409,Observed,Male,1,1985-06-02,1985-06-02,,1988-10-12,Shipped,Japan,TRUE,
736,,,271,Observed,Male,1,1985-06-06,1985-06-06,1996-07-16,,Dead,Japan,TRUE,
737,,,151,Observed,Hermaphrodite,1,1985-05-31,1985-05-31,1992-12-08,,Dead,Japan,TRUE,
738,,,100,Observed,Male,1,1985-04-02,1985-04-02,,1988-10-12,Shipped,Japan,TRUE,
739,,,299,Observed,Female,1,1985-06-24,1985-06-24,1986-08-07,,Dead,Japan,TRUE,
740,,,282,Observed,Hermaphrodite,1,1985-03-22,1985-03-22,2000-01-26,,Dead,Japan,TRUE,
741,,,119,Observed,Female,1,1985-05-21,1985-05-21,2003-06-07,,Dead,Japan,TRUE,
742,,,517,Observed,Male,1,1985-06-25,1985-06-25,1986-10-23,,Dead,Japan,TRUE,
743,,,80,Observed,Male,1,1985-05-18,1985-05-18,,1991-10-11,Shipped,Japan,TRUE,
744,,,533,Observed,Male,1,1985-06-02,1985-06-02,,1988-10-12,Shipped,Japan,TRUE,
745,,,197,Observed,Male,1,1985-04-05,1985-04-05,1989-03-10,,Dead,Japan,TRUE,
746,,,446,Observed,Hermaphrodite,1,1985-06-18,1985-06-18,,1989-07-07,Shipped,Japan,TRUE,
747,,,346,Observed,Male,1,1985-05-05,1985-05-05,1987-08-19,,Dead,Japan,TRUE,
748,,,405,Observed,Male,1,1985-05-29,1985-05-29,1986-07-08,,Dead,Japan,TRUE,
749,,,76,Observed,Female,1,1985-02-20,1985-02-20,1986-10-17,,Dead,Japan,TRUE,
750,,,135,Observed,Male,1,1985-04-25,1985-04-25,1986-03-27,,Dead,Japan,TRUE,
751,,,75,Observed,Male,1,1985-05-23,1985-05-23,1996-07-30,,Dead,Japan,TRUE,
752,,,127,Observed,Hermaphrodite,1,1985-06-12,1985-06-12,2000-01-26,,Dead,Japan,TRUE,
753,,,426,Observed,Hermaphrodite,1,1985-03-21,1985-03-21,2000-01-27,,Dead,Japan,TRUE,
754,,,368,Observed,Female,1,1985-05-29,1985-05-29,1986-06-25,,Dead,Japan,TRUE,
755,,,327,Observed,Male,1,1985-04-10,1985-04-10,1986-07-01,,Dead,Japan,TRUE,
756,,,397,Observed,Male,1,1985-04-30,1985-04-30,1986-07-24,,Dead,Japan,TRUE,
757,,,491,Observed,Female,1,1985-06-18,1985-06-18,1995-11-15,,Dead,Japan,TRUE,
758,,,535,Observed,Male,1,1985-06-16,1985-06-16,,1991-10-11,Shipped,Japan,TRUE,
759,,,510,Observed,Female,1,1985-03-29,1985-03-29,1986-02-06,,Dead,Japan,TRUE,
760,,,85,Observed,Male,1,1985-06-12,1985-06-12,1986-06-02,,Dead,Japan,TRUE,
761,,,6,Observed,Female,1,1985-04-01,1985-04-01,1991-12-18,,Dead,Japan,TRUE,
762,,,573,Observed,Male,1,1985-06-16,1985-06-16,1996-07-30,,Dead,Japan,TRUE,
763,,,546,Observed,Female,1,1985-06-18,1985-06-18,1998-11-11,,Dead,Japan,TRUE,
764,,,71,Observed,Male,1,1985-03-17,1985-03-17,1996-09-03,,Dead,Japan,TRUE,
765,,,229,Observed,Male,1,1985-04-22,1985-04-22,1993-11-15,,Dead,Japan,TRUE,
766,,,150,Observed,Male,1,1985-04-29,1985-04-29,,1988-10-12,Shipped,Japan,TRUE,
767,,,105,Observed,Male,1,1985-04-09,1985-04-09,1996-07-09,,Dead,Japan,TRUE,
768,,,477,Observed,Female,1,1985-05-13,1985-05-13,1996-10-15,,Dead,Japan,TRUE,
769,,,232,Observed,Male,1,1985-03-28,1985-03-28,,1991-10-11,Shipped,Japan,TRUE,
770,,,562,Observed,Male,1,1985-06-06,1985-06-06,1985-06-20,,Dead,Japan,TRUE,
771,,,319,Observed,Female,1,1985-07-25,1985-07-25,1987-04-30,,Dead,Japan,TRUE,
772,,,390,Genetic,Male,1,1985-08-01,1985-08-01,2005-11-18,,Dead,Japan,TRUE,
773,,,472,Observed,Female,1,1985-07-07,1985-07-07,,1991-10-11,Shipped,Japan,TRUE,
774,,,501,Observed,Male,1,1985-07-09,1985-07-09,1992-06-10,,Dead,Japan,TRUE,
775,,,191,Observed,Female,1,1985-07-16,1985-07-16,1986-05-07,,Dead,Japan,TRUE,
776,,,325,Observed,Male,1,1985-07-14,1985-07-14,1992-12-11,,Dead,Japan,TRUE,
777,,,565,Observed,Female,1,1985-07-14,1985-07-14,,1985-12-04,Shipped,Japan,TRUE,
778,,,459,Observed,Female,1,1985-07-16,1985-07-16,,1989-07-07,Shipped,Japan,TRUE,
779,,,242,Observed,Male,1,1985-07-10,1985-07-10,1988-11-22,,Dead,Japan,TRUE,
780,,,122,Observed,Male,1,1985-02-19,1985-02-19,1985-02-19,,Dead,Japan,TRUE,
781,,,386,Observed,Hermaphrodite,1,1985-04-10,1985-04-10,1985-04-10,,Dead,Japan,TRUE,
782,,,129,Observed,Unknown,1,1985-05-17,1985-05-17,1985-05-18,,Dead,Japan,TRUE,
783,,,281,Observed,Male,1,1985-06-12,1985-06-12,1985-06-24,,Dead,Japan,TRUE,
784,,,536,Observed,Unknown,1,1985-06-18,1985-06-18,1985-06-21,,Dead,Japan,TRUE,
785,,,382,Observed,Unknown,1,1986-02-08,1986-02-08,1986-02-08,,Dead,Japan,TRUE,
786,,,129,Observed,Male,1,1986-03-07,1986-03-07,1986-03-07,,Dead,Japan,TRUE,
787,,,337,Observed,Male,1,1986-03-05,1986-03-05,1986-03-10,,Dead,Japan,TRUE,
788,,,,,Male,0,1986-04-01,1986-04-01,1986-04-01,,Dead,Japan,TRUE,
789,,,510,Observed,Unknown,1,1986-04-24,1986-04-24,1986-04-25,,Dead,Japan,TRUE,
790,,,562,Observed,Unknown,1,1986-04-26,1986-04-26,1986-04-26,,Dead,Japan,TRUE,
791,,,,,Unknown,0,1986-04-28,1986-04-28,1986-04-28,,Dead,Japan,TRUE,
792,,,326,Observed,Unknown,1,1986-03-31,1986-03-31,1986-03-31,,Dead,Japan,TRUE,
793,,,,,Male,0,1986-05-12,1986-05-12,1986-05-12,,Dead,Japan,TRUE,
794,,,,,Unknown,0,1986-05-09,1986-05-09,1986-05-09,,Dead,Japan,TRUE,
795,,,327,Observed,Female,1,1986-05-14,1986-05-14,1986-05-15,,Dead,Japan,TRUE,
796,,,522,Observed,Male,1,1986-05-12,1986-05-12,,1987-01-14,Shipped,Japan,TRUE,
797,,,474,Observed,Unknown,1,1986-05-07,1986-05-07,1986-05-09,,Dead,Japan,TRUE,
798,,,76,Observed,Female,1,1986-05-04,1986-05-04,1986-05-22,,Dead,Japan,TRUE,
799,,,614,Observed,Male,1,1986-06-03,1986-06-03,1986-09-08,,Dead,Japan,TRUE,
800,,,226,Observed,Female,1,1986-05-16,1986-05-16,2013-08-17,,Dead,Japan,TRUE,
801,,,503,Observed,Female,1,1986-05-20,1986-05-20,1986-06-27,,Dead,Japan,TRUE,
802,,,446,Observed,Male,1,1986-06-05,1986-06-05,1992-12-24,,Dead,Japan,TRUE,
803,,,386,Observed,Female,1,1986-04-12,1986-04-12,,1991-10-11,Shipped,Japan,TRUE,
804,,,163,Observed,Male,1,1986-04-21,1986-04-21,1988-06-24,,Dead,Japan,TRUE,
805,,,175,Observed,Male,1,1986-04-29,1986-04-29,1986-06-30,,Dead,Japan,TRUE,
806,,,525,Observed,Female,1,1986-05-13,1986-05-13,,1987-01-14,Shipped,Japan,TRUE,
807,,,98,Observed,Female,1,1986-04-13,1986-04-13,1987-06-12,,Dead,Japan,TRUE,
808,,,434,Observed,Male,1,1986-03-19,1986-03-19,1986-10-17,,Dead,Japan,TRUE,
809,,,488,Observed,Female,1,1986-03-12,1986-03-12,1986-10-28,,Dead,Japan,TRUE,
810,,,511,Observed,Male,1,1986-04-17,1986-04-17,1993-12-08,,Dead,Japan,TRUE,
811,,,360,Observed,Male,1,1986-06-08,1986-06-08,1996-09-03,,Dead,Japan,TRUE,
812,,,634,Observed,Male,1,1986-06-09,1986-06-09,1986-12-01,,Dead,Japan,TRUE,
813,,,536,Observed,Male,1,1986-06-14,1986-06-14,1986-06-14,,Dead,Japan,TRUE,
814,,,636,Observed,Female,1,1986-05-26,1986-05-26,,1989-07-07,Shipped,Japan,TRUE,
815,,,229,Observed,Male,1,1986-07-01,1986-07-01,1986-07-16,,Dead,Japan,TRUE,
816,,,171,Observed,Hermaphrodite,1,1986-05-07,1986-05-07,1987-08-13,,Dead,Japan,TRUE,
817,,,270,Observed,Male,1,1986-07-15,1986-07-15,1996-09-04,,Dead,Japan,TRUE,
818,,,282,Observed,Female,1,1986-07-15,1986-07-15,1999-01-28,,Dead,Japan,TRUE,
819,,,122,Observed,Female,1,1986-06-02,1986-06-02,1987-06-11,,Dead,Japan,TRUE,
820,,,605,Observed,Male,1,1986-06-15,1986-06-15,,1991-10-11,Shipped,Japan,TRUE,
821,,,232,Observed,Male,1,1986-05-06,1986-05-06,1989-08-09,,Dead,Japan,TRUE,
822,,,100,Observed,Female,1,1986-05-30,1986-05-30,1987-06-11,,Dead,Japan,TRUE,
823,,,630,Observed,Female,1,1986-07-06,1986-07-06,1999-09-13,,Dead,Japan,TRUE,
824,,,152,Observed,Female,1,1986-04-08,1986-04-08,2000-05-15,,Dead,Japan,TRUE,
825,,,,,Male,0,1987-03-25,1987-03-25,1987-03-25,,Dead,Japan,TRUE,
826,,,,,Unknown,0,1987-03-31,1987-03-31,1987-03-31,,Dead,Japan,TRUE,
827,,,,,Unknown,0,1987-03-31,1987-03-31,1987-03-31,,Dead,Japan,TRUE,
828,,,,,Unknown,0,1987-03-31,1987-03-31,1987-03-31,,Dead,Japan,TRUE,
829,,,,,Female,0,1987-04-01,1987-04-01,1987-04-01,,Dead,Japan,TRUE,
830,,,,,Male,0,1987-04-01,1987-04-01,1987-04-27,,Dead,Japan,TRUE,
831,,,,,Female,0,1987-05-01,1987-05-01,1987-05-15,,Dead,Japan,TRUE,
832,,,,,Male,0,1987-06-01,1987-06-01,1987-06-01,,Dead,Japan,TRUE,
833,,,337,Observed,Female,1,1987-03-25,1987-03-25,2003-01-20,,Dead,Japan,TRUE,
834,,,395,Observed,Male,1,1987-03-04,1987-03-04,,1989-01-24,Shipped,Japan,TRUE,
835,,,432,Observed,Female,1,1987-03-31,1987-03-31,,1989-01-24,Shipped,Japan,TRUE,
836,,,430,Observed,Female,1,1987-04-15,1987-04-15,1987-07-06,,Dead,Japan,TRUE,
837,,,491,Observed,Female,1,1987-03-28,1987-03-28,,1991-10-11,Shipped,Japan,TRUE,
838,,,535,Observed,Female,1,1987-05-12,1987-05-12,,1988-02-17,Shipped,Japan,TRUE,
839,,,545,Observed,Male,1,1987-04-01,1987-04-01,,1991-10-11,Shipped,Japan,TRUE,
840,,,609,Observed,Female,1,1987-04-27,1987-04-27,,1989-01-24,Shipped,Japan,TRUE,
841,,,405,Observed,Female,1,1987-06-01,1987-06-01,,1989-01-24,Shipped,Japan,TRUE,
842,,,510,Observed,Male,1,1987-03-15,1987-03-15,1996-09-04,,Dead,Japan,TRUE,
843,,,268,Observed,Male,1,1987-05-22,1987-05-22,,1991-10-11,Shipped,Japan,TRUE,
844,,,346,Observed,Male,1,1987-05-27,1987-05-27,1995-01-24,,Dead,Japan,TRUE,
845,,,327,Observed,Male,1,1987-04-05,1987-04-05,,1989-01-24,Shipped,Japan,TRUE,
846,,,501,Observed,Female,1,1987-06-01,1987-06-01,,,Alive,Japan,TRUE,
847,,,533,Observed,Male,1,1987-03-22,1987-03-22,,1991-10-11,Shipped,Japan,TRUE,
848,,,232,Observed,Male,1,1987-05-08,1987-05-08,1987-08-26,,Dead,Japan,TRUE,
849,,,546,Observed,Male,1,1987-05-08,1987-05-08,1996-08-28,,Dead,Japan,TRUE,
850,,,150,Observed,Female,1,1987-05-27,1987-05-27,,1989-01-24,Shipped,Japan,TRUE,
851,,,325,Observed,Male,1,1987-04-05,1987-04-05,,1989-08-10,Shipped,Japan,TRUE,
852,,,573,Observed,Male,1,1987-04-10,1987-04-10,1987-07-01,,Dead,Japan,TRUE,
853,,,282,Observed,Female,1,1987-05-22,1987-05-22,,1991-10-11,Shipped,Japan,TRUE,
854,,,75,Genetic,Male,1,1987-05-01,1987-05-01,1996-08-28,,Dead,Japan,TRUE,
855,,,129,Observed,Female,1,1987-04-28,1987-04-28,,1989-01-24,Shipped,Japan,TRUE,
856,,,548,Observed,Female,1,1987-04-24,1987-04-24,,,Alive,Japan,TRUE,
857,,,319,Observed,Male,1,1987-02-25,1987-02-25,,1991-10-11,Shipped,Japan,TRUE,
858,,,242,Genetic,Female,1,1987-03-25,1987-03-25,2000-04-19,,Dead,Japan,TRUE,
859,,,468,Observed,Male,1,1987-03-20,1987-03-20,,1989-08-10,Shipped,Japan,TRUE,
860,,,171,Observed,Male,1,1987-04-18,1987-04-18,,1989-01-24,Shipped,Japan,TRUE,
861,,,76,Observed,Female,1,1987-04-28,1987-04-28,,1995-10-10,Shipped,Japan,TRUE,
862,,,459,Observed,Male,1,1987-04-04,1987-04-04,,1989-01-24,Shipped,Japan,TRUE,
863,,,105,Observed,Female,1,1987-03-28,1987-03-28,,1989-01-24,Shipped,Japan,TRUE,
864,,,390,Observed,Female,1,1987-05-01,1987-05-01,1987-08-06,,Dead,Japan,TRUE,
865,,,525,Observed,Male,1,1987-05-12,1987-05-12,,1989-01-24,Shipped,Japan,TRUE,
866,,,472,Observed,Male,1,1987-03-15,1987-03-15,1987-08-30,,Dead,Japan,TRUE,
867,,,682,Observed,Male,1,1987-06-11,1987-06-11,,1988-02-17,Shipped,Japan,TRUE,
868,,,85,Observed,Unknown,1,1987-06-10,1987-06-10,1987-06-10,,Dead,Japan,TRUE,
869,,,300,Observed,Male,1,1987-06-18,1987-06-18,1987-06-22,,Dead,Japan,TRUE,
870,,,477,Observed,Unknown,1,1987-02-27,1987-02-27,1987-02-27,,Dead,Japan,TRUE,
871,,,151,Observed,Female,1,1987-03-30,1987-03-30,1987-03-30,,Dead,Japan,TRUE,
872,,,,,Male,0,1987-07-01,1987-07-01,1987-07-14,,Dead,Japan,TRUE,
873,,,119,Observed,Male,1,1987-07-15,1987-07-15,,1989-08-10,Shipped,Japan,TRUE,
874,,,614,Observed,Female,1,1987-04-01,1987-04-01,1987-09-16,,Dead,Japan,TRUE,
875,,,447,Observed,Female,1,1987-07-25,1987-07-25,1991-06-19,,Dead,Japan,TRUE,
876,,,382,Observed,Female,1,1987-07-01,1987-07-01,1987-10-16,,Dead,Japan,TRUE,
877,,,281,Observed,Female,1,1987-06-01,1987-06-01,,1989-07-07,Shipped,Japan,TRUE,
878,,,191,Observed,Female,1,1987-07-01,1987-07-01,1989-07-18,,Dead,Japan,TRUE,
879,,,397,Observed,Male,1,1987-06-01,1987-06-01,,1989-07-07,Shipped,Japan,TRUE,
880,,,271,Observed,Female,1,1987-06-01,1987-06-01,,1989-07-07,Shipped,Japan,TRUE,
881,,,175,Observed,Male,1,1987-07-01,1987-07-01,1987-10-21,,Dead,Japan,TRUE,
882,,,624,Observed,Male,1,1987-08-01,1987-08-01,1988-12-27,,Dead,Japan,TRUE,
883,,,425,Observed,Female,1,1987-08-01,1987-08-01,1989-08-03,,Dead,Japan,TRUE,
884,,,,,Male,0,1988-04-25,1988-04-25,1988-05-04,,Dead,Japan,TRUE,
885,,,,,Female,0,1988-05-05,1988-05-05,1988-05-05,,Dead,Japan,TRUE,
886,,,397,Observed,Male,1,1988-05-03,1988-05-03,1989-07-26,,Dead,Japan,TRUE,
887,,,637,Observed,Male,1,1988-04-27,1988-04-27,1989-04-05,,Dead,Japan,TRUE,
888,,,409,Observed,Female,1,1988-03-18,1988-03-18,1989-08-04,,Dead,Japan,TRUE,
889,,,636,Observed,Female,1,1988-04-18,1988-04-18,1989-08-04,,Dead,Japan,TRUE,
890,,,434,Observed,Male,1,1988-03-23,1988-03-23,1989-08-10,,Dead,Japan,TRUE,
891,,,488,Observed,Female,1,1988-04-26,1988-04-26,1989-08-02,,Dead,Japan,TRUE,
892,,,,,Female,0,1988-05-08,1988-05-08,1988-05-10,,Dead,Japan,TRUE,
893,,,,,Male,0,1988-05-08,1988-05-08,1988-05-10,,Dead,Japan,TRUE,
894,,,614,Observed,Unknown,1,1988-05-12,1988-05-12,1988-05-12,,Dead,Japan,TRUE,
895,,,175,Observed,Female,1,1988-05-13,1988-05-13,1989-08-02,,Dead,Japan,TRUE,
896,,,390,Genetic,Male,1,1988-05-10,1988-05-10,2005-07-04,,Dead,Japan,TRUE,
897,,,325,Observed,Female,1,1988-05-23,1988-05-23,,1991-10-11,Shipped,Japan,TRUE,
898,,,105,Observed,Male,1,1988-05-23,1988-05-23,,1989-08-15,Shipped,Japan,TRUE,
899,,,129,Observed,Male,1,1988-05-12,1988-05-12,,1989-08-15,Shipped,Japan,TRUE,
900,,,605,Observed,Male,1,1988-04-26,1988-04-26,,1991-10-11,Shipped,Japan,TRUE,
901,,,270,Observed,Female,1,1988-05-02,1988-05-02,,1989-05-02,Shipped,Japan,TRUE,
902,,,533,Observed,Female,1,1988-05-15,1988-05-15,2000-04-20,,Dead,Japan,TRUE,
903,,,151,Observed,Male,1,1988-05-06,1988-05-06,1994-02-07,,Dead,Japan,TRUE,
904,,,152,Observed,Male,1,1988-04-02,1988-04-02,,1991-10-11,Shipped,Japan,TRUE,
905,,,282,Observed,Male,1,1988-05-23,1988-05-23,,1989-08-15,Shipped,Japan,TRUE,
906,,,446,Genetic,Female,1,1988-04-19,1988-04-19,2010-05-05,,Dead,Japan,TRUE,
907,,,232,Observed,Female,1,1988-05-03,1988-05-03,1997-04-03,,Dead,Japan,TRUE,
908,,,573,Observed,Male,1,1988-05-11,1988-05-11,,1989-08-15,Shipped,Japan,TRUE,
909,,,459,Observed,Male,1,1988-05-19,1988-05-19,,1989-08-15,Shipped,Japan,TRUE,
910,,,386,Observed,Male,1,1988-05-23,1988-05-23,,1991-10-11,Shipped,Japan,TRUE,
911,,,545,Observed,Male,1,1988-05-27,1988-05-27,1988-08-15,,Dead,Japan,TRUE,
912,,,242,Observed,Female,1,1988-05-27,1988-05-27,1999-02-11,,Dead,Japan,TRUE,
913,,,,,Female,0,1988-06-03,1988-06-03,1988-06-03,,Dead,Japan,TRUE,
914,,,698,Observed,Male,1,1988-06-26,1988-06-26,1988-07-06,,Dead,Japan,TRUE,
915,,,198,Observed,Male,1,1988-06-03,1988-06-03,1988-10-07,,Dead,Japan,TRUE,
916,,,630,Observed,Male,1,1988-07-20,1988-07-20,1992-11-09,,Dead,Japan,TRUE,
917,,,226,Observed,Male,1,1988-06-03,1988-06-03,1995-10-11,,Dead,Japan,TRUE,
918,,,691,Observed,Male,1,1988-06-06,1988-06-06,1993-04-28,,Dead,Japan,TRUE,
919,,,337,Observed,Female,1,1988-06-21,1988-06-21,1989-07-10,,Dead,Japan,TRUE,
920,,,360,Observed,Female,1,1988-07-04,1988-07-04,2003-04-08,,Dead,Japan,TRUE,
921,,,430,Observed,Male,1,1988-06-19,1988-06-19,1989-05-04,,Dead,Japan,TRUE,
922,,,395,Observed,Female,1,1988-06-20,1988-06-20,1989-08-11,,Dead,Japan,TRUE,
923,,,468,Observed,Female,1,1988-06-20,1988-06-20,1989-01-16,,Dead,Japan,TRUE,
924,,,432,Observed,Male,1,1988-06-20,1988-06-20,,1989-08-15,Shipped,Japan,TRUE,
925,,,491,Observed,Female,1,1988-06-09,1988-06-09,,1991-10-11,Shipped,Japan,TRUE,
926,,,706,Observed,Female,1,1988-06-23,1988-06-23,,1988-10-11,Shipped,Japan,TRUE,
927,,,702,Observed,Female,1,1988-07-13,1988-07-13,,1991-10-11,Shipped,Japan,TRUE,
928,,,171,Genetic,Female,1,1988-07-20,1988-07-20,2011-02-25,,Dead,Japan,TRUE,
929,,,712,Observed,Female,1,1988-06-22,1988-06-22,1988-09-19,,Dead,Japan,TRUE,
930,,,624,Observed,Male,1,1988-07-01,1988-07-01,1989-08-09,,Dead,Japan,TRUE,
931,,,281,Observed,Female,1,1988-07-01,1988-07-01,1989-08-10,,Dead,Japan,TRUE,
