Id,Sire,Sire Type,Dam,Dam Type,Sex,Number of Parents Known,Birth,Arrival At Center,Death,Departure,Status,ancestry,From Center?,Origin 
105,,,39,Observed,Female,1,1969-05-08,1969-05-08,1989-01-18,,Dead,Japan,TRUE,
106,,,51,Observed,Male,1,1969-05-11,1969-05-11,,1982-04-27,Shipped,Japan,TRUE,
107,,,61,Observed,Female,1,1969-05-22,1969-05-22,,1982-04-27,Shipped,Japan,TRUE,
108,,,6,Observed,Unknown,1,1969-05-26,1969-05-26,1969-05-26,,Dead,Japan,TRUE,
109,,,40,Observed,Female,1,1969-06-02,1969-06-02,1985-05-09,,Dead,Japan,TRUE,
110,,,7,Observed,Male,1,1969-06-06,1969-06-06,1969-07-15,,Dead,Japan,TRUE,
111,,,32,Observed,Male,1,1969-06-10,1969-06-10,1974-12-02,,Dead,Japan,TRUE,
112,,,14,Observed,Female,1,1970-04-14,1970-04-14,1978-11-21,,Dead,Japan,TRUE,
113,,,44,Observed,Female,1,1970-04-24,1970-04-24,1978-05-02,,Dead,Japan,TRUE,
114,,,36,Observed,Male,1,1970-05-01,1970-05-01,1987-04-16,,Dead,Japan,TRUE,
115,,,10,Observed,Male,1,1970-05-06,1970-05-06,,1982-04-27,Shipped,Japan,TRUE,
116,,,35,Observed,Male,1,1970-05-07,1970-05-07,1974-10-07,,Dead,Japan,TRUE,
117,,,9,Observed,Male,1,1970-05-12,1970-05-12,1986-08-20,,Dead,Japan,TRUE,
118,,,6,Observed,Female,1,1970-05-18,1970-05-18,1978-08-28,,Dead,Japan,TRUE,
119,,,39,Observed,Female,1,1970-05-21,1970-05-21,1988-02-19,,Dead,Japan,TRUE,
120,,,16,Observed,Male,1,1970-05-22,1970-05-22,1975-09-29,,Dead,Japan,TRUE,
121,,,31,Observed,Male,1,1970-05-23,1970-05-23,1992-01-04,,Dead,Japan,TRUE,
122,,,55,Observed,Female,1,1970-05-27,1970-05-27,1994-02-05,,Dead,Japan,TRUE,
123,,,42,Observed,Female,1,1970-06-03,1970-06-03,1977-12-08,,Dead,Japan,TRUE,
124,,,63,Observed,Female,1,1970-06-03,1970-06-03,1980-10-23,,Dead,Japan,TRUE,
125,,,51,Observed,Male,1,1970-06-07,1970-06-07,1982-09-13,,Dead,Japan,TRUE,
126,,,65,Observed,Male,1,1970-06-09,1970-06-09,1970-09-04,,Dead,Japan,TRUE,
127,,,67,Observed,Female,1,1970-06-21,1970-06-21,1987-06-11,,Dead,Japan,TRUE,
128,,,12,Observed,Female,1,1971-03-23,1971-03-23,1978-01-04,,Dead,Japan,TRUE,
129,,,53,Observed,Female,1,1971-04-14,1971-04-14,2000-04-21,,Dead,Japan,TRUE,
130,,,65,Observed,Female,1,1971-04-19,1971-04-19,,1982-04-27,Shipped,Japan,TRUE,
131,,,35,Observed,Male,1,1971-04-24,1971-04-24,1979-07-31,,Dead,Japan,TRUE,
132,,,39,Observed,Male,1,1971-04-26,1971-04-26,1971-04-26,,Dead,Japan,TRUE,
133,,,31,Observed,Female,1,1971-05-07,1971-05-07,,1982-04-27,Shipped,Japan,TRUE,
134,,,32,Observed,Male,1,1971-05-25,1971-05-25,,1982-04-27,Shipped,Japan,TRUE,
135,,,40,Observed,Female,1,1971-05-26,1971-05-26,1995-12-12,,Dead,Japan,TRUE,
136,,,36,Observed,Male,1,1971-05-27,1971-05-27,1993-02-18,,Dead,Japan,TRUE,
137,,,14,Observed,Female,1,1971-06-03,1971-06-03,,1982-04-27,Shipped,Japan,TRUE,
138,,,78,Observed,Male,1,1971-06-03,1971-06-03,1980-10-29,,Dead,Japan,TRUE,
139,,,73,Observed,Male,1,1971-06-04,1971-06-04,,1976-11-03,Shipped,Japan,TRUE,
140,,,16,Observed,Male,1,1971-06-07,1971-06-07,1978-09-19,,Dead,Japan,TRUE,
141,,,79,Observed,Male,1,1971-06-07,1971-06-07,1979-06-02,,Dead,Japan,TRUE,
142,,,76,Observed,Male,1,1971-06-10,1971-06-10,1993-12-09,,Dead,Japan,TRUE,
143,,,72,Observed,Female,1,1971-06-13,1971-06-13,1971-07-15,,Dead,Japan,TRUE,
144,,,6,Observed,Female,1,1971-06-19,1971-06-19,1977-06-29,,Dead,Japan,TRUE,
145,,,80,Observed,Female,1,1971-06-19,1971-06-19,1981-12-10,,Dead,Japan,TRUE,
146,,,51,Observed,Male,1,1971-07-06,1971-07-06,,1982-04-27,Shipped,Japan,TRUE,
147,,,36,Observed,Male,1,1972-04-26,1972-04-26,1984-10-30,,Dead,Japan,TRUE,
148,,,9,Observed,Male,1,1972-03-09,1972-03-09,1984-03-05,,Dead,Japan,TRUE,
149,,,18,Observed,Female,1,1972-03-17,1972-03-17,,1982-04-27,Shipped,Japan,TRUE,
150,,,39,Observed,Female,1,1972-03-19,1972-03-19,1991-07-19,,Dead,Japan,TRUE,
151,,,44,Observed,Female,1,1972-03-30,1972-03-30,1991-02-05,,Dead,Japan,TRUE,
152,,,35,Observed,Female,1,1972-04-08,1972-04-08,1990-09-09,,Dead,Japan,TRUE,
153,,,67,Observed,Female,1,1972-04-11,1972-04-11,1979-01-10,,Dead,Japan,TRUE,
154,,,71,Observed,Unknown,1,1972-04-21,1972-04-21,1972-05-23,,Dead,Japan,TRUE,
155,,,31,Observed,Female,1,1972-04-26,1972-04-26,,1982-04-27,Shipped,Japan,TRUE,
156,,,55,Observed,Male,1,1972-03-01,1972-03-01,1986-01-02,,Dead,Japan,TRUE,
157,,,73,Observed,Female,1,1972-04-30,1972-04-30,1981-02-10,,Dead,Japan,TRUE,
158,,,74,Observed,Female,1,1972-05-01,1972-05-01,,1982-04-27,Shipped,Japan,TRUE,
159,,,72,Observed,Female,1,1972-05-07,1972-05-07,,1982-04-27,Shipped,Japan,TRUE,
160,,,85,Observed,Male,1,1972-05-11,1972-05-11,1983-01-07,,Dead,Japan,TRUE,
161,,,75,Observed,Female,1,1972-05-22,1972-05-22,1979-12-11,,Dead,Japan,TRUE,
162,,,32,Observed,Female,1,1972-05-26,1972-05-26,1978-01-05,,Dead,Japan,TRUE,
163,,,6,Observed,Female,1,1972-06-11,1972-06-11,1987-04-02,,Dead,Japan,TRUE,
164,,,84,Observed,Male,1,1972-06-17,1972-06-17,1994-05-19,,Dead,Japan,TRUE,
165,,,16,Observed,Female,1,1972-07-02,1972-07-02,,1982-04-27,Shipped,Japan,TRUE,
166,,,88,Observed,Unknown,1,1972-07-06,1972-07-06,1972-07-13,,Dead,Japan,TRUE,
167,,,51,Observed,Male,1,1972-07-12,1972-07-12,1972-07-12,,Dead,Japan,TRUE,
168,,,38,Observed,Male,1,1973-03-11,1973-03-11,,1982-04-27,Shipped,Japan,TRUE,
169,,,12,Observed,Female,1,1973-03-16,1973-03-16,,1982-04-27,Shipped,Japan,TRUE,
170,,,53,Observed,Male,1,1973-03-27,1973-03-27,1986-02-06,,Dead,Japan,TRUE,
171,,,76,Observed,Female,1,1973-04-01,1973-04-01,2000-04-18,,Dead,Japan,TRUE,
172,,,14,Observed,Male,1,1973-04-11,1973-04-11,1979-11-27,,Dead,Japan,TRUE,
173,,,61,Observed,Male,1,1973-04-13,1973-04-13,1973-06-17,,Dead,Japan,TRUE,
174,,,71,Observed,Female,1,1973-04-18,1973-04-18,1978-11-14,,Dead,Japan,TRUE,
175,,,35,Observed,Female,1,1973-04-23,1973-04-23,1989-07-21,,Dead,Japan,TRUE,
176,,,42,Observed,Male,1,1973-04-23,1973-04-23,1978-05-29,,Dead,Japan,TRUE,
177,,,78,Observed,Female,1,1973-04-24,1973-04-24,1983-07-13,,Dead,Japan,TRUE,
178,,,79,Observed,Male,1,1973-04-28,1973-04-28,1980-07-01,,Dead,Japan,TRUE,
179,,,88,Observed,Male,1,1973-04-30,1973-04-30,1979-07-31,,Dead,Japan,TRUE,
180,,,36,Observed,Male,1,1973-05-01,1973-05-01,1979-07-31,,Dead,Japan,TRUE,
181,,,80,Observed,Female,1,1973-05-02,1973-05-02,1983-05-12,,Dead,Japan,TRUE,
182,,,39,Observed,Female,1,1973-05-04,1973-05-04,1986-01-11,,Dead,Japan,TRUE,
183,,,65,Observed,Male,1,1973-05-04,1973-05-04,1986-11-25,,Dead,Japan,TRUE,
184,,,44,Observed,Female,1,1973-05-08,1973-05-08,,1982-04-27,Shipped,Japan,TRUE,
185,,,98,Observed,Male,1,1973-05-16,1973-05-16,,1982-04-27,Shipped,Japan,TRUE,
186,,,107,Observed,Female,1,1973-05-16,1973-05-16,,1982-04-27,Shipped,Japan,TRUE,
187,,,83,Observed,Unknown,1,1973-05-26,1973-05-26,1973-05-26,,Dead,Japan,TRUE,
188,,,105,Observed,Female,1,1973-05-27,1973-05-27,1982-07-10,,Dead,Japan,TRUE,
189,,,99,Observed,Male,1,1973-06-04,1973-06-04,1979-08-01,,Dead,Japan,TRUE,
190,,,9,Observed,Female,1,1973-06-08,1973-06-08,,1982-04-27,Shipped,Japan,TRUE,
191,,,6,Observed,Female,1,1973-06-12,1973-06-12,,1989-07-27,Shipped,Japan,TRUE,
192,,,32,Observed,Female,1,1973-06-21,1973-06-21,1982-07-10,,Dead,Japan,TRUE,
193,,,100,Observed,Male,1,1973-06-26,1973-06-26,1982-09-16,,Dead,Japan,TRUE,
194,,,16,Observed,Male,1,1973-07-02,1973-07-02,2011-11-07,,Dead,Japan,TRUE,
195,,,102,Observed,Male,1,1973-07-02,1973-07-02,1993-10-01,,Dead,Japan,TRUE,
196,,,40,Observed,Unknown,1,1973-04-15,1973-04-15,1973-04-15,,Dead,Japan,TRUE,
197,,,51,Observed,Female,1,1974-03-14,1974-03-14,1986-04-30,,Dead,Japan,TRUE,
198,,,55,Observed,Female,1,1974-02-26,1974-02-26,1994-06-27,,Dead,Japan,TRUE,
199,,,63,Observed,Unknown,1,1974-03-17,1974-03-17,1974-03-17,,Dead,Japan,TRUE,
200,,,72,Observed,Male,1,1974-03-26,1974-03-26,1979-01-16,,Dead,Japan,TRUE,
201,,,85,Observed,Unknown,1,1974-03-26,1974-03-26,1974-04-15,,Dead,Japan,TRUE,
202,,,61,Observed,Female,1,1974-03-27,1974-03-27,,1982-04-27,Shipped,Japan,TRUE,
203,,,75,Observed,Female,1,1974-04-02,1974-04-02,1979-11-20,,Dead,Japan,TRUE,
204,,,73,Observed,Female,1,1974-04-05,1974-04-05,,1982-04-27,Shipped,Japan,TRUE,
205,,,18,Observed,Female,1,1974-04-11,1974-04-11,,1982-04-27,Shipped,Japan,TRUE,
206,,,118,Observed,Unknown,1,1974-04-15,1974-04-15,1974-05-01,,Dead,Japan,TRUE,
207,,,83,Observed,Female,1,1974-04-15,1974-04-15,,1982-04-27,Shipped,Japan,TRUE,
208,,,40,Observed,Female,1,1974-04-22,1974-04-22,1982-11-23,,Dead,Japan,TRUE,
209,,,74,Observed,Female,1,1974-04-24,1974-04-24,1980-07-07,,Dead,Japan,TRUE,
210,,,35,Observed,Female,1,1974-04-29,1974-04-29,1978-04-23,,Dead,Japan,TRUE,
211,,,84,Observed,Female,1,1974-04-29,1974-04-29,,1982-04-27,Shipped,Japan,TRUE,
212,,,109,Observed,Female,1,1974-05-06,1974-05-06,1974-06-04,,Dead,Japan,TRUE,
213,,,78,Observed,Male,1,1974-05-07,1974-05-07,,1982-04-27,Shipped,Japan,TRUE,
214,,,112,Observed,Unknown,1,1974-05-07,1974-05-07,1974-06-03,,Dead,Japan,TRUE,
215,,,31,Observed,Male,1,1974-05-08,1974-05-08,1989-01-02,,Dead,Japan,TRUE,
216,,,119,Observed,Male,1,1974-05-22,1974-05-22,,1982-04-27,Shipped,Japan,TRUE,
217,,,122,Observed,Male,1,1974-05-28,1974-05-28,1974-06-04,,Dead,Japan,TRUE,
218,54,Observed,70,Observed,Unknown,2,1974-05-31,1974-05-31,1974-05-31,,Dead,Japan,TRUE,
219,,,113,Observed,Male,1,1974-06-04,1974-06-04,1974-06-04,,Dead,Japan,TRUE,
220,,,123,Observed,Female,1,1974-06-05,1974-06-05,1978-02-21,,Dead,Japan,TRUE,
221,,,124,Observed,Female,1,1974-06-07,1974-06-07,1977-08-30,,Dead,Japan,TRUE,
222,,,76,Observed,Female,1,1974-06-11,1974-06-11,1982-02-25,,Dead,Japan,TRUE,
223,,,9,Observed,Female,1,1974-07-04,1974-07-04,,1982-04-27,Shipped,Japan,TRUE,
224,,,32,Observed,Female,1,1975-03-05,1975-03-05,1995-10-18,,Dead,Japan,TRUE,
225,,,80,Observed,Female,1,1975-03-16,1975-03-16,1983-10-06,,Dead,Japan,TRUE,
226,,,63,Observed,Female,1,1975-03-20,1975-03-20,1994-04-16,,Dead,Japan,TRUE,
227,,,85,Observed,Male,1,1975-03-27,1975-03-27,1975-04-21,,Dead,Japan,TRUE,
228,,,44,Observed,Male,1,1975-03-31,1975-03-31,,1984-05-07,Shipped,Japan,TRUE,
229,,,100,Observed,Female,1,1975-04-01,1975-04-01,1995-12-14,,Dead,Japan,TRUE,
230,,,65,Observed,Female,1,1975-04-01,1975-04-01,,1982-04-27,Shipped,Japan,TRUE,
231,,,107,Observed,Female,1,1975-04-02,1975-04-02,,1982-04-27,Shipped,Japan,TRUE,
232,,,71,Observed,Female,1,1975-04-03,1975-04-03,1997-03-25,,Dead,Japan,TRUE,
233,,,127,Observed,Female,1,1975-04-06,1975-04-06,1982-12-15,,Dead,Japan,TRUE,
234,,,102,Observed,Female,1,1975-04-08,1975-04-08,,1982-04-27,Shipped,Japan,TRUE,
235,,,79,Observed,Female,1,1975-04-13,1975-04-13,1987-08-21,,Dead,Japan,TRUE,
236,,,35,Observed,Male,1,1975-04-14,1975-04-14,1985-10-18,,Dead,Japan,TRUE,
237,,,6,Observed,Male,1,1975-04-17,1975-04-17,1976-01-26,,Dead,Japan,TRUE,
238,,,16,Observed,Female,1,1975-04-17,1975-04-17,,1982-04-27,Shipped,Japan,TRUE,
239,,,31,Observed,Female,1,1975-04-19,1975-04-19,1977-07-19,,Dead,Japan,TRUE,
240,,,53,Observed,Male,1,1975-04-21,1975-04-21,,1982-04-27,Shipped,Japan,TRUE,
241,,,74,Observed,Unknown,1,1975-04-21,1975-04-21,1975-04-21,,Dead,Japan,TRUE,
242,,,51,Observed,Female,1,1975-04-23,1975-04-23,2001-02-15,,Dead,Japan,TRUE,
243,,,122,Observed,Male,1,1975-04-23,1975-04-23,,1982-04-27,Shipped,Japan,TRUE,
244,,,118,Observed,Female,1,1975-04-25,1975-04-25,1986-12-09,,Dead,Japan,TRUE,
245,,,18,Observed,Unknown,1,1975-04-25,1975-04-25,1975-04-25,,Dead,Japan,TRUE,
246,,,113,Observed,Female,1,1975-04-26,1975-04-26,,1982-04-27,Shipped,Japan,TRUE,
247,,,98,Observed,Male,1,1975-04-30,1975-04-30,1975-04-30,,Dead,Japan,TRUE,
248,,,109,Observed,Female,1,1975-05-07,1975-05-07,,1984-05-07,Shipped,Japan,TRUE,
249,,,39,Observed,Male,1,1975-05-07,1975-05-07,,1982-04-27,Shipped,Japan,TRUE,
250,,,93,Observed,Male,1,1975-05-13,1975-05-13,1993-12-01,,Dead,Japan,TRUE,
251,,,112,Observed,Female,1,1975-05-18,1975-05-18,,1982-04-27,Shipped,Japan,TRUE,
252,,,128,Observed,Female,1,1975-05-21,1975-05-21,1982-07-15,,Dead,Japan,TRUE,
253,,,99,Observed,Female,1,1975-05-24,1975-05-24,,1982-04-27,Shipped,Japan,TRUE,
254,,,72,Observed,Male,1,1975-05-25,1975-05-25,1991-11-08,,Dead,Japan,TRUE,
255,,,137,Observed,Female,1,1975-05-28,1975-05-28,,1982-04-27,Shipped,Japan,TRUE,
256,,,133,Observed,Female,1,1975-05-29,1975-05-29,1975-06-23,,Dead,Japan,TRUE,
257,,,78,Observed,Male,1,1975-05-30,1975-05-30,1982-01-08,,Dead,Japan,TRUE,
258,,,55,Observed,Male,1,1975-05-28,1975-05-28,2003-10-09,,Dead,Japan,TRUE,
259,,,12,Observed,Male,1,1975-05-31,1975-05-31,1994-05-03,,Dead,Japan,TRUE,
260,,,84,Observed,Male,1,1975-05-31,1975-05-31,1992-12-02,,Dead,Japan,TRUE,
261,,,105,Observed,Male,1,1975-06-14,1975-06-14,,1982-04-27,Shipped,Japan,TRUE,
262,,,135,Observed,Female,1,1975-06-19,1975-06-19,1982-04-16,,Dead,Japan,TRUE,
263,,,61,Observed,Female,1,1976-03-26,1976-03-26,,1982-04-27,Shipped,Japan,TRUE,
264,,,35,Observed,Female,1,1976-04-01,1976-04-01,1976-04-01,,Dead,Japan,TRUE,
265,,,32,Observed,Male,1,1976-04-03,1976-04-03,,1982-04-27,Shipped,Japan,TRUE,
266,,,85,Observed,Male,1,1976-04-08,1976-04-08,1976-04-21,,Dead,Japan,TRUE,
267,,,75,Observed,Male,1,1976-04-10,1976-04-10,,1982-04-27,Shipped,Japan,TRUE,
268,,,119,Observed,Female,1,1976-04-16,1976-04-16,1994-10-19,,Dead,Japan,TRUE,
269,,,98,Observed,Female,1,1976-04-20,1976-04-20,1983-11-20,,Dead,Japan,TRUE,
270,,,42,Observed,Female,1,1976-04-20,1976-04-20,1988-08-30,,Dead,Japan,TRUE,
271,,,100,Observed,Female,1,1976-04-21,1976-04-21,1989-07-20,,Dead,Japan,TRUE,
272,,,124,Observed,Male,1,1976-04-21,1976-04-21,1979-05-20,,Dead,Japan,TRUE,
273,,,74,Observed,Female,1,1976-04-24,1976-04-24,,1982-04-27,Shipped,Japan,TRUE,
274,,,133,Observed,Male,1,1976-04-24,1976-04-24,1979-12-13,,Dead,Japan,TRUE,
275,,,31,Observed,Male,1,1976-04-26,1976-04-26,1990-04-24,,Dead,Japan,TRUE,
276,,,162,Observed,Female,1,1976-04-29,1976-04-29,1976-04-29,,Dead,Japan,TRUE,
277,,,130,Observed,Female,1,1976-05-02,1976-05-02,,1982-04-27,Shipped,Japan,TRUE,
278,,,145,Observed,Male,1,1976-05-05,1976-05-05,1976-05-30,,Dead,Japan,TRUE,
279,,,102,Observed,Male,1,1976-05-07,1976-05-07,1994-03-02,,Dead,Japan,TRUE,
280,,,127,Observed,Male,1,1976-05-07,1976-05-07,1979-03-15,,Dead,Japan,TRUE,
281,,,51,Observed,Female,1,1976-05-12,1976-05-12,1989-07-20,,Dead,Japan,TRUE,
282,,,40,Observed,Female,1,1976-05-14,1976-05-14,1992-08-28,,Dead,Japan,TRUE,
283,,,16,Observed,Male,1,1976-05-21,1976-05-21,1983-09-01,,Dead,Japan,TRUE,
284,,,107,Observed,Male,1,1976-05-28,1976-05-28,1987-03-30,,Dead,Japan,TRUE,
285,,,55,Observed,Male,1,1976-06-01,1976-06-01,,1982-04-27,Shipped,Japan,TRUE,
286,,,9,Observed,Male,1,1976-06-07,1976-06-07,1981-08-10,,Dead,Japan,TRUE,
287,,,150,Observed,Female,1,1976-06-08,1976-06-08,1985-12-17,,Dead,Japan,TRUE,
288,,,152,Observed,Female,1,1976-06-09,1976-06-09,1983-11-14,,Dead,Japan,TRUE,
289,,,99,Observed,Male,1,1976-06-09,1976-06-09,1976-06-09,,Dead,Japan,TRUE,
290,,,157,Observed,Female,1,1976-06-10,1976-06-10,,1982-04-27,Shipped,Japan,TRUE,
291,,,73,Observed,Male,1,1976-06-13,1976-06-13,1981-08-17,,Dead,Japan,TRUE,
292,,,44,Observed,Male,1,1976-06-14,1976-06-14,1989-07-07,,Dead,Japan,TRUE,
293,,,153,Observed,Unknown,1,1976-06-17,1976-06-17,1976-06-17,,Dead,Japan,TRUE,
294,,,83,Observed,Male,1,1976-06-19,1976-06-19,1981-08-10,,Dead,Japan,TRUE,
295,,,84,Observed,Male,1,1976-06-26,1976-06-26,1994-10-27,,Dead,Japan,TRUE,
296,,,149,Observed,Female,1,1976-07-09,1976-07-09,,1982-04-27,Shipped,Japan,TRUE,
297,,,,,Male,0,1976-07-14,1976-07-14,,1976-11-03,Shipped,Japan,TRUE,
298,,,18,Observed,Male,1,1976-07-21,1976-07-21,1985-12-30,,Dead,Japan,TRUE,
299,,,123,Observed,Female,1,1976-07-29,1976-07-29,1991-10-17,,Dead,Japan,TRUE,
300,,,6,Observed,Female,1,1976-08-08,1976-08-08,1987-06-22,,Dead,Japan,TRUE,
301,,,71,Observed,Female,1,1977-03-23,1977-03-23,1977-11-29,,Dead,Japan,TRUE,
302,,,80,Observed,Female,1,1977-03-25,1977-03-25,1983-01-19,,Dead,Japan,TRUE,
303,,,35,Observed,Female,1,1977-03-26,1977-03-26,1987-06-24,,Dead,Japan,TRUE,
304,,,12,Observed,Male,1,1977-03-27,1977-03-27,1986-08-07,,Dead,Japan,TRUE,
305,,,53,Observed,Male,1,1977-04-11,1977-04-11,,1982-04-27,Shipped,Japan,TRUE,
306,,,72,Observed,Male,1,1977-03-31,1977-03-31,1984-09-01,,Dead,Japan,TRUE,
307,,,88,Observed,Female,1,1977-04-04,1977-04-04,,1982-04-27,Shipped,Japan,TRUE,
308,,,,,Male,0,1977-04-12,1977-04-12,1977-04-12,,Dead,Japan,TRUE,
309,,,93,Observed,Male,1,1977-04-13,1977-04-13,1994-07-22,,Dead,Japan,TRUE,
310,,,135,Observed,Male,1,1977-04-15,1977-04-15,,1982-04-27,Shipped,Japan,TRUE,
311,,,155,Observed,Male,1,1977-04-18,1977-04-18,1998-03-10,,Dead,Japan,TRUE,
312,,,145,Observed,Male,1,1977-04-18,1977-04-18,,1982-04-27,Shipped,Japan,TRUE,
313,,,65,Observed,Male,1,1977-04-21,1977-04-21,1977-07-27,,Dead,Japan,TRUE,
314,,,158,Observed,Male,1,1977-04-21,1977-04-21,1991-02-25,,Dead,Japan,TRUE,
315,,,79,Observed,Female,1,1977-04-22,1977-04-22,,1981-01-26,Shipped,Japan,TRUE,
316,,,85,Observed,Female,1,1977-04-27,1977-04-27,1977-05-02,,Dead,Japan,TRUE,
317,,,105,Observed,Male,1,1977-04-28,1977-04-28,1977-04-28,,Dead,Japan,TRUE,
318,,,159,Observed,Female,1,1977-04-29,1977-04-29,,1982-04-27,Shipped,Japan,TRUE,
319,,,122,Observed,Female,1,1977-05-04,1977-05-04,1999-09-08,,Dead,Japan,TRUE,
320,,,118,Observed,Male,1,1977-05-08,1977-05-08,1977-08-08,,Dead,Japan,TRUE,
321,,,153,Observed,Male,1,1977-05-12,1977-05-12,,1982-04-27,Shipped,Japan,TRUE,
322,,,31,Observed,Female,1,1977-05-12,1977-05-12,,1982-04-27,Shipped,Japan,TRUE,
323,,,165,Observed,Female,1,1977-05-14,1977-05-14,,1982-04-27,Shipped,Japan,TRUE,
324,,,107,Observed,Male,1,1977-05-15,1977-05-15,1994-04-21,,Dead,Japan,TRUE,
325,,,100,Observed,Female,1,1977-05-17,1977-05-17,1992-07-24,,Dead,Japan,TRUE,
326,,,161,Observed,Female,1,1977-05-22,1977-05-22,1986-11-13,,Dead,Japan,TRUE,
327,,,127,Observed,Female,1,1977-05-24,1977-05-24,1987-12-29,,Dead,Japan,TRUE,
328,,,128,Observed,Male,1,1977-05-30,1977-05-30,1995-08-03,,Dead,Japan,TRUE,
329,,,51,Observed,Male,1,1977-05-30,1977-05-30,,1982-04-27,Shipped,Japan,TRUE,
330,,,151,Observed,Female,1,1977-05-30,1977-05-30,1980-01-17,,Dead,Japan,TRUE,
331,,,99,Observed,Unknown,1,1977-06-01,1977-06-01,1977-07-13,,Dead,Japan,TRUE,
332,,,75,Observed,Female,1,1977-06-02,1977-06-02,1984-06-12,,Dead,Japan,TRUE,
333,,,112,Observed,Male,1,1977-06-02,1977-06-02,1977-07-29,,Dead,Japan,TRUE,
334,,,128,Observed,Male,1,1977-06-02,1977-06-02,,1982-04-27,Shipped,Japan,TRUE,
335,,,137,Observed,Female,1,1977-06-05,1977-06-05,1977-06-16,,Dead,Japan,TRUE,
336,,,9,Observed,Male,1,1977-06-06,1977-06-06,1977-08-29,,Dead,Japan,TRUE,
337,,,124,Observed,Female,1,1977-06-06,1977-06-06,1996-06-20,,Dead,Japan,TRUE,
338,,,174,Observed,Male,1,1977-06-06,1977-06-06,,1982-04-27,Shipped,Japan,TRUE,
339,,,184,Observed,Male,1,1977-06-06,1977-06-06,1989-05-05,,Dead,Japan,TRUE,
340,,,119,Observed,Male,1,1977-06-09,1977-06-09,1977-08-31,,Dead,Japan,TRUE,
341,,,192,Observed,Male,1,1977-06-10,1977-06-10,,1982-04-27,Shipped,Japan,TRUE,
342,,,109,Observed,Female,1,1977-06-20,1977-06-20,1977-10-06,,Dead,Japan,TRUE,
343,,,32,Observed,Female,1,1977-07-09,1977-07-09,1977-07-11,,Dead,Japan,TRUE,
344,,,171,Observed,Male,1,1977-07-09,1977-07-09,,1982-04-27,Shipped,Japan,TRUE,
345,,,44,Observed,Female,1,1977-07-09,1977-07-09,,1982-04-27,Shipped,Japan,TRUE,
346,,,191,Observed,Female,1,1977-07-19,1977-07-19,1988-12-09,,Dead,Japan,TRUE,
1,,,,,Male,0,,1963-12-01,,1965-06-15,Shipped,Japan,FALSE,
347,,,16,Observed,Female,1,1977-08-02,1977-08-02,,1982-04-27,Shipped,Japan,TRUE,
2,,,,,Female,0,,1963-12-01,,1965-06-15,Shipped,Japan,FALSE,
3,,,,,Female,0,,1963-12-01,,1965-06-15,Shipped,Japan,FALSE,
348,,,65,Observed,Female,1,1978-03-31,1978-03-31,,1982-04-27,Shipped,Japan,TRUE,
349,,,102,Observed,Male,1,1978-04-01,1978-04-01,1985-10-03,,Dead,Japan,TRUE,
350,,,9,Observed,Female,1,1978-04-02,1978-04-02,,1982-04-27,Shipped,Japan,TRUE,
351,,,157,Observed,Male,1,1978-04-11,1978-04-11,1982-12-18,,Dead,Japan,TRUE,
352,,,74,Observed,Female,1,1978-04-13,1978-04-13,,1982-04-27,Shipped,Japan,TRUE,
353,,,18,Observed,Female,1,1978-04-14,1978-04-14,,1982-04-27,Shipped,Japan,TRUE,
354,,,61,Observed,Female,1,1978-04-16,1978-04-16,,1982-04-27,Shipped,Japan,TRUE,
355,,,129,Observed,Male,1,1978-04-17,1978-04-17,,1982-04-27,Shipped,Japan,TRUE,
356,,,73,Observed,Female,1,1978-04-20,1978-04-20,,1982-04-27,Shipped,Japan,TRUE,
357,,,84,Observed,Female,1,1978-04-19,1978-04-19,1978-05-12,,Dead,Japan,TRUE,
358,,,99,Observed,Female,1,1978-04-22,1978-04-22,,1982-04-27,Shipped,Japan,TRUE,
359,,,152,Observed,Female,1,1978-04-23,1978-04-23,1978-06-15,,Dead,Japan,TRUE,
360,,,32,Observed,Female,1,1978-04-24,1978-04-24,1991-10-23,,Dead,Japan,TRUE,
361,,,188,Observed,Male,1,1978-04-26,1978-04-26,,1982-04-27,Shipped,Japan,TRUE,
362,,,85,Observed,Unknown,1,1978-04-28,1978-04-28,1978-04-28,,Dead,Japan,TRUE,
363,,,149,Observed,Female,1,1978-04-28,1978-04-28,1981-12-19,,Dead,Japan,TRUE,
364,,,6,Observed,Male,1,1978-05-01,1978-05-01,,1982-04-27,Shipped,Japan,TRUE,
365,,,40,Observed,Male,1,1978-05-01,1978-05-01,,1982-04-27,Shipped,Japan,TRUE,
366,,,42,Observed,Female,1,1978-05-01,1978-05-01,1978-05-01,,Dead,Japan,TRUE,
367,,,112,Observed,Male,1,1978-05-02,1978-05-02,1985-10-15,,Dead,Japan,TRUE,
368,,,150,Observed,Female,1,1978-05-03,1978-05-03,1986-11-01,,Dead,Japan,TRUE,
369,,,100,Observed,Male,1,1978-05-04,1978-05-04,,1982-04-27,Shipped,Japan,TRUE,
370,,,133,Observed,Female,1,1978-05-08,1978-05-08,,1982-04-27,Shipped,Japan,TRUE,
371,,,98,Observed,Male,1,1978-05-09,1978-05-09,,1982-04-27,Shipped,Japan,TRUE,
372,,,163,Observed,Male,1,1978-05-12,1978-05-12,,1982-04-27,Shipped,Japan,TRUE,
